main.COMMON.Probe_lora_25|Pression atmosphérique interne|Internal atmospheric pressure|Presión atmosférica interna|Interner atmosphärischer Druck
main.COMMON.Probe_lora_26|Pression interne 1000 Pa|Internal pressure 1000 Pa|Presión interna 1000 Pa|Innendruck 1000 Pa
main.COMMON.Probe_lora_27|Pression interne 10000 Pa|Internal pressure 10000 Pa|Presión interna 10000 Pa|Innendruck 10000 Pa
main.COMMON.techAlarm_1|Batterie changée|Battery changed|Batería cambiada|Batterie gewechselt
main.COMMON.Probe_lora_28|Pression d'eau 0-20 bar|Water pressure 0-20 bar|Presión de agua 0-20 bar|Wasserdruck 0-20 bar
main.COMMON.techAlarm_2|Batterie faible|Low battery|Batería baja|Batterie schwach
main.COMMON.techAlarm_3|Perte de communication|Loss of communication|Pérdida de comunicación|Verlust der Kommunikation
main.COMMON.techAlarm_666|Erreur de traitement de données|Error processing data|Error al procesar los datos|Fehler beim Verarbeiten der Daten
main.COMMON.techAlarm_4|Communication rétablie|Revised communication|Comunicación revisada|Überarbeitete Kommunikation
main.COMMON.techAlarm_3_more|Aucune communication avec le serveur depuis 1heure|No communication with the server since 1 hour|Sin comunicación con el servidor desde 1 hora|Keine Kommunikation mit dem Server seit 1 Stunde
main.COMMON.techAlarm_510|Erreur de traitement de données.|Error processing data.|Error al procesar los datos.|Fehler beim Verarbeiten der Daten
main.COMMON.techAlarm_511|Erreur de traitement de données.|Error processing data.|Error al procesar los datos.|Fehler beim Verarbeiten der Daten
main.COMMON.techAlarm_512|Erreur de traitement de données.|Error processing data.|Error al procesar los datos.|Fehler beim Verarbeiten der Daten
main.COMMON.techAlarm_506|Erreur de traitement de données.|Error processing data.|Error al procesar los datos.|Fehler beim Verarbeiten der Daten
main.COMMON.techAlarm_514|Erreur de traitement de données.|Error processing data.|Error al procesar los datos.|Fehler beim Verarbeiten der Daten
main.COMMON.techAlarm_512_more|512: Appareil non configuré|512: Unconfigured device|512: dispositivo desconfigurado|512: Nicht konfiguriertes Gerät
main.COMMON.techAlarm_511_more|511: Version de configuration inconnu.|511: Unknown configuration version.|511: versión de configuración desconocida.|511: Unbekannte Konfigurationsversion.
main.COMMON.techAlarm_510_more|510: Pas de réponse de la base de données|510: No response from the database|510: ninguna respuesta de la base de datos|510: Keine Antwort von der Datenbank
main.COMMON.techAlarm_514_more|514: Erreur de base de données.|514: Database error.|514: error de la base de datos.|514: Datenbankfehler.
main.COMMON.record_as_template|Enregistrer la configuration comme modèle|Save the configuration as a template|Guarde la configuración como una plantilla|Speichern Sie die Konfiguration als Vorlage
main.COMMON.not_configurable|**Vous ne pouvez pas configurer cette voie.|** You can not configure this channel.|** No puedes configurar este canal.|** Sie können diesen Kanal nicht konfigurieren.
main.COMMON.error_template_name_empty|Vous devez renseigner un nom de modèle.|You must enter a model name.|Debe ingresar un nombre de modelo.|Sie müssen einen Modellnamen eingeben.
main.LostPasswordForm.mail|Adresse email|E-mail adress|Dirección de correo electrónico|E-Mail-Adresse
main.COMMON.techAlarm_506_more|506: Configuration de l'appareil et données reçues incohérentes|506: Device Configuration and Data Received Inconsistent|506: configuración del dispositivo y datos recibidos inconsistentes|506: Gerätekonfiguration und empfangene Daten inkonsistent
main.COMMON.INVALID_PASSWORD_LENGTH|Le mot de passe doit faire au moins 6 caractères.|The password must be at least 6 characters long.|La contraseña debe tener al menos 6 caracteres de longitud.|Das Passwort muss mindestens 6 Zeichen lang sein.
main.LostPasswordForm.errorWrongMail|Adresse mail incorrecte|Invalid email address|Dirección de correo electrónico no válida|Ungültige E-Mail-Adresse
main.COMMON.ALREADY_USED_PASSWORD|Vous avez déjà utilisé récemment ce mot de passe, merci d'en choisir un autre.|You have already used this password recently, please choose another one.|Ya usó esta contraseña recientemente, elija otra.|Sie haben dieses Passwort bereits vor Kurzem verwendet, wählen Sie bitte ein anderes.
main.LostPasswordForm.errorInactive|**Ce compte est actuellement inactif. Veuillez contacter votre administrateur.|** This account is currently inactive. |** Esta cuenta actualmente está inactiva. |** Dieses Konto ist derzeit inaktiv. 
main.LostPasswordForm.title|Identifiant ou mot de passe oublié|Username or password forgotten|Nombre de usuario o contraseña olvidada|Benutzername oder Passwort vergessen
main.COMMON.Request Timeout|Le serveur a mis trop de temps a répondre, merci de rééssayer dans quelques instants.|The waiter took too long to answer, thank you for answering in a few moments.|El camarero tardó demasiado en responder, gracias por responder en unos momentos.|Der Kellner brauchte zu lange, um zu antworten, danke, dass Sie in wenigen Augenblicken geantwortet haben.
main.InstallationTypeChoice.siteName|Nom du site|name of the site|Nombre del sitio|Name der Site
main.InstallationTypeChoice.siteSerial|Identifiant de l'installation|Identifier of the installation|Identificador de la instalación|Kennung der Installation
main.InstallationTypeChoice.slaveCode|Code de l'appareil|Device code|Código de dispositivo|Gerätecode
main.InstallationTypeChoice.devicetype_placeholder|**Choisir le type d'appareil|** Choose the device type|** Elija el tipo de dispositivo|** Wählen Sie den Gerätetyp
main.InstallationTypeChoice.slaveSerial|N° de série de l'appareil|Serial number of the device|Número de serie del dispositivo|Seriennummer des Geräts
main.InstallationTypeChoice.modal_info_title|**Installation CTS-Cloud|** CTS-Cloud installation|** Instalación CTS-Cloud|** CTS-Cloud Installation
main.InstallationTypeChoice.modal_info_ok|**OK|**OK|OK **|OK **
main.InstallationTypeChoice.modal_info_code|**Code appareil|** Device code|** Código de dispositivo|** Gerätecode
main.RegisterForm.login|Identifiant de connexion|Connection identifier|ID de acceso|Login-ID
main.RegisterForm.mail|Mail|Mail|correo|Post
main.RegisterForm.register|S'enregistrer|register|registro|registrieren
main.InstallationTypeChoice.modal_info_serial|**Numéro de série|** Serial number|** Número de serie|** Seriennummer
main.RegisterForm.licenseCode|Code abonnement|Subscription code|Código de suscripción|Abonnementcode
main.RegisterForm.personalInformations|Informations Personnelles|Personal informations|Información personal|Persönliche Informationen
main.RegisterForm.confirmation|Confirmation du mot de passe|Password Confirmation|Confirmación de contraseña|Bestätigung des Passwortes
main.InstallationTypeChoice.modal_info_txt1|**Veuillez entrer les références d'un de vos appareils CTS-Cloud.|** Please enter the references of one of your CTS-Cloud devices.|** Ingrese las referencias de uno de sus dispositivos CTS-Cloud.|** Bitte geben Sie die Referenzen eines Ihrer CTS-Cloud-Geräte ein.
main.RegisterForm.accountInformations|Paramètres du compte|Account settings|Configuración de cuenta|Kontoeinstellungen
main.RegisterForm.siteInformations|Informations du site|Site information|Información del sitio|Informationen zur Website
main.LoginForm.connexion|Connexion|Log in|acceder|einloggen
main.LoginForm.title|Connexion|Log in|acceder|einloggen
main.LoginForm.ERROR|Une erreur est survenue lors de la connexion. Veuillez contacter votre administrateur.|An error occurred while connecting. |Se produjo un error al conectarse. |Beim Verbindungsaufbau ist ein Fehler aufgetreten. 
main.InstallationTypeChoice.modal_info_txt2|**Le numéro de série et le code appareil se trouvent sur l'étiquette située à l'arrière du boîtier.|** The serial number and the unit code are located on the label on the back of the case.|** El número de serie y el código de la unidad se encuentran en la etiqueta en la parte posterior de la caja.|** Die Seriennummer und der Gerätecode befinden sich auf dem Etikett auf der Gehäuserückseite.
main.LoginForm.USER_INACTIVE|Votre accès est désactivé. Veuillez contacter votre administrateur.|Your access is disabled. |Tu acceso esta deshabilitado |Dein Zugang ist deaktiviert. 
main.LoginForm.register|Créer un compte|Create an account|Crea una cuenta|Erstellen Sie ein Konto
main.LoginForm.errorFieldsMandatory|Tous les champs sont obligatoire|All fields are mandatory|Todos los campos son obligatorios|Alle Felder sind erforderlich
main.LoginForm.errorWrongLogin|Identifiant ou mot de passe incorrect|Incorrect username or password|Nombre de usuario o contraseña incorrectos|Falscher Benutzername oder falsches Passwort
main.LoginForm.activationError|Une erreur est survenue durant l'activation|An error occurred during activation|Se produjo un error durante la activación|Während der Aktivierung ist ein Fehler aufgetreten
main.LoginForm.activationSuccess|Votre compte est maintenant activé. Vous pouvez vous connecter.|Your account is now activated. |Su cuenta ahora está activada. |Ihr Konto ist jetzt aktiviert. 
main.LoginForm.admin_account_tmp_blocked|Ce compte a été bloqué suite à une tentative d'intrusion. Un mail a été envoyé à l'administrateur du site|This account has been blocked due to an intrusion attempt. |Esta cuenta ha sido bloqueada debido a un intento de intrusión. |Dieses Konto wurde aufgrund eines Einbruchsversuchs gesperrt. 
main.LoginForm.attempt_reach_limit|Vous avez atteind le nombre maximal d'essais pour vous identifier.|You have reached the maximum number of attempts to identify yourself.|Ha alcanzado la cantidad máxima de intentos para identificarse.|Sie haben die maximale Anzahl von Versuchen erreicht, sich zu identifizieren.
main.LoginForm.lostPassword|Identifiant ou mot de passe oublié|Username or password forgotten|Nombre de usuario o contraseña olvidada|Benutzername oder Passwort vergessen
main.LoginForm.registerSuccess|Votre inscription a bien été prise en compte|Your registration has been taken into account|Su registro ha sido tenido en cuenta|Ihre Registrierung wurde berücksichtigt
main.LoginForm.account_tmp_blocked|Ce compte a été bloqué suite à une tentative d'intrusion pour des raisons de sécurité.|This account has been blocked due to an intrusion attempt for security reasons.|Esta cuenta ha sido bloqueada debido a un intento de intrusión por razones de seguridad.|Dieses Konto wurde aufgrund eines Einbruchsversuchs aus Sicherheitsgründen gesperrt.
main.Menu.events|Journal des événements|Event Diary|Diario del evento|Ereignis-Tagebuch
main.Menu.admin_events|Journal d'administration|Administration diary|Diario de administración|Verwaltungstagebuch
main.Menu.reporting|Exporter|Export|exportación|Export
main.Menu.unload|Déchargement|Detail © loading|Detalle de carga ©|Detail © Laden
main.Menu.informations|Informations|information|información|Informationen
main.Menu.settings|Paramètres|ParamÃ¨tres|ParamÃ¨tres|ParamÃ¨tres
main.LoginForm.cfr21_password_success|Vos informations de connexion ont été mises à jour.|Your login information has been updated.|Su información de inicio de sesión ha sido actualizada.|Ihre Login-Daten wurden aktualisiert.
main.LoginForm.lostPasswordSuccess|Un email contenant votre nouveau mot de passe a été envoyé à l'adresse|An email containing your new password has been sent to the address|Se ha enviado un correo electrónico con su nueva contraseña a la dirección|Eine E-Mail mit Ihrem neuen Passwort wurde an die Adresse gesendet
main.Menu.configuration|Configuration|Configuration|configuración|Konfiguration
main.Menu.logoff|Déconnexion|Detail © connection|Detalle de la conexión ©|Detail © Verbindung
main.Menu.configure|Configuration|Configuration|configuración|Konfiguration
main.SettingsPage.settings|Paramètres|ParamÃ¨tres|ParamÃ¨tres|ParamÃ¨tres
main.InformationsPage.informations|Informations|information|información|Informationen
main.InformationsPage.version|Version|Version|versión|Version
main.InformationsPage.documentation|Notice|notice|aviso|Bekanntmachung
main.SettingsLicensePage.title|Abonnement|Subscription|suscripción|Abonnement
main.SettingsLicensePage.renewLicenseTitle|Abonnement|Subscription|suscripción|Abonnement
main.SettingsAccountPage.title|Mon Compte|My account|Mi cuenta|Mein Konto
main.SettingsUserAccessPage.title|Gestion des accès utilisateurs|Management of user access|Gestión del acceso de los usuarios|Verwaltung des Benutzerzugriffs
main.InformationsPage.documentationLink|Télécharger la notice|Download the manual|Descargue el manual|Laden Sie das Handbuch herunter
main.SettingsLicensePage.licenseCode|Code d'abonnement|Subscription code|Código de suscripción|Abonnementcode
main.SettingsLicensePage.renewLicenseSubtitle|Veuillez rentrer votre nouveau code d'abonnement|Please enter your new subscription code|Por favor ingrese su nuevo código de suscripción|Bitte geben Sie Ihren neuen Abonnementcode ein
main.SettingsUserPage.title|Gestion des utilisateurs|User Management|Gestión de usuario|Benutzerverwaltung
main.SettingsLicensePage.licenseRenewSuccess|Votre nouvel abonnement est maintenant actif|Your new subscription is now active|Tu nueva suscripción ahora está activa|Ihr neues Abonnement ist jetzt aktiv
main.SettingsUserPage.login|Identifiant de connexion|Connection identifier|ID de acceso|Login-ID
main.SettingsUserPage.addUserTitle|Ajout d'un utilisateur|Add a user|Agrega un usuario|Fügen Sie einen Benutzer hinzu
main.SettingsUserPage.addUserSubtitle|Veuillez renseigner les champs suivants|Please fill in the following fields|Por favor complete los siguientes campos|Bitte füllen Sie die folgenden Felder aus
main.SettingsProfilePage.title|Gestion des profils|Profile Management|Gestión de perfiles|Profilverwaltung
main.SettingsProfilePage.addProfileSubtitle|Veuillez renseigner les champs suivants|Please fill in the following fields|Por favor complete los siguientes campos|Bitte füllen Sie die folgenden Felder aus
main.UserList.login|Utilisateurs|users|usuarios|Benutzer
main.UserList.role|Groupe|Group|grupo|Gruppe
main.SettingsProfilePage.addProfileTitle|Ajout d'un profil|Adding a profile|Agregar un perfil|Hinzufügen eines Profils
main.ProfileList.profiles|Profils|profiles|perfiles|Profile
main.SettingsUserPage.ERROR_INVALID_LOGIN|Un login doit faire un minimum de 6 caractères|A login must be a minimum of 6 characters|Un inicio de sesión debe tener un mínimo de 6 caracteres|Ein Login muss mindestens 6 Zeichen lang sein
main.SettingsUserPage.ERROR_INVALID_PASSWRD|Un mot de passe doit faire un minimum de 6 caractères|A password must be at least 6 characters long|Una contraseña debe tener al menos 6 caracteres de largo|Ein Passwort muss mindestens 6 Zeichen lang sein
main.ProfileList.profileSelection|Sélection d'un profil|Selecting a profile|Seleccionando un perfil|Auswählen eines Profils
main.UserDetail.active|Compte actif|Active account|Cuenta activa|Aktives Konto
main.UserDetail.informations|Information du compte|Account Information|Información de cuenta|Kontoinformationen
main.UserList.userSelection|Sélection d'un utilisateur|Selection of a user|Selección de un usuario|Auswahl eines Benutzers
main.UserDetail.defaultProfile|Profil par défaut|Default profile|Perfil predeterminado|Standardprofil
main.UserDetail.accesses|Accès|access|acceso|Zugang
main.UserDetail.sites|Sites accessibles|Accessible sites|Sitios accesibles|Zugängliche Websites
main.UserDetail.defaultZone|Zone non définie|Area not defined|Área no definida|Bereich nicht definiert
main.UserDetail.MODIFY_SUCCESS|Utilisateur modifié avec succés|User successfully modified|Usuario modificado con éxito|Benutzer erfolgreich geändert
main.UserDetail.DELETE_SUCCESS|Utilisateur supprimé avec succés|User successfully deleted|Usuario borrado con éxito|Benutzer wurde erfolgreich gelöscht
main.UserDetail.errorInvalidPassword|Un mot de passe doit faire un minimum de 6 caractères|A password must be at least 6 characters long|Una contraseña debe tener al menos 6 caracteres de largo|Ein Passwort muss mindestens 6 Zeichen lang sein
main.UserDetail.ADD_SUCCESS|Utilisateur ajouté avec succés|User successfully added|Usuario agregado con éxito|Benutzer wurde erfolgreich hinzugefügt
main.UserDetail.errorInvalidLogin|Un mot de passe doit faire un minimum de 6 caractères|A password must be at least 6 characters long|Una contraseña debe tener al menos 6 caracteres de largo|Ein Passwort muss mindestens 6 Zeichen lang sein
main.AccountDetail.informations|Information du compte|Account Information|Información de cuenta|Kontoinformationen
main.UserDetail.updatePassword|Modifier le mot de passe|change the password|Cambiar contraseña|Passwort ändern
main.AccountDetail.mail|Adresse mail|Mail address|Correo electrónico|E-Mail-Adresse
main.AccountDetail.UPDATE_SUCCESS|Utilisateur modifié avec succés|User successfully modified|Usuario modificado con éxito|Benutzer erfolgreich geändert
main.AccountDetail.updatePassword|Modifier le mot de passe|change the password|Cambiar contraseña|Passwort ändern
main.UserDetail.updatePasswordTitle|Modification du mot de passe|Changing the password|Cambiar la contraseña|Ändern des Passwortes
main.UserDetail.confirmDelete|Etes-vous sûr de vouloir supprimer cet utilisateur ?|Are you sure you want to delete this user?|¿Seguro que quieres eliminar a este usuario?|Möchtest du diesen Nutzer wirklich löschen?
main.ProfileDetail.sites|Sites accessibles|Accessible sites|Sitios accesibles|Zugängliche Websites
main.ProfileDetail.informations|Information du profil|Profile information|Información de perfil|Profilinformationen
main.ProfileDetail.active|Profil actif|Active profile|Perfil activo|Aktives Profil
main.AccountDetail.updatePasswordTitle|Modification du mot de passe|Changing the password|Cambiar la contraseña|Ändern des Passwortes
main.ProfileDetail.global|Général|GÃ © nÃ © ral|GÃ © nÃ © ral|GÃ © nÃ © ral
main.ProfileDetail.accessType|Type d'accès|Type of access|Tipo de acceso|Art des Zugangs
main.ProfileDetail.aclAffectation|Affectation des droits|Assignment of rights|Asignación de derechos|Zuordnung von Rechten
main.ProfileDetail.DELETE_SUCCESS|Profile supprimé avec succés|Profile deleted successfully|Perfil eliminado con éxito|Profil wurde erfolgreich gelöscht
main.ProfileDetail.MODIFY_SUCCESS|Profile modifié avec succés|Profile modified successfully|Perfil modificado con éxito|Profil erfolgreich geändert
main.ProfileDetail.API_ADMIN_MANAGE_PROFILES|Gestion des profils|Profile Management|Gestión de perfiles|Profilverwaltung
main.ProfileDetail.confirmDelete|Etes-vous sûr de vouloir supprimer ce profil ?|Are you sure you want to delete this profile?|¿Seguro que quieres eliminar este perfil?|Sind Sie sicher, dass Sie dieses Profil löschen möchten?
main.ProfileDetail.API_ADMIN_MANAGE_USERS|Gestion des utilisateurs|User Management|Gestión de usuario|Benutzerverwaltung
main.ProfileDetail.API_USERS_ADD_SITES|Ajout|adding|añadiendo|Hinzufügen
main.ProfileDetail.ADD_SUCCESS|Profile ajouté avec succés|Profile successfully added|Perfil agregado con éxito|Profil wurde erfolgreich hinzugefügt
main.ProfileDetail.API_ADMIN_MANAGE|Gestion des droits|Rights management|Gestión de derechos|Rechteverwaltung
main.ProfileDetail.API_SITES_UPDATE_SLAVES|Activation/Désactivation|Activation / deactivation Detail ©|La activación / desactivación Detalle ©|Aktivierung / Deaktivierung Details ©
main.ProfileDetail.API_SITES_MANAGE_SLAVES|Gestion des appareils|Device Management|Gestión de dispositivos|Geräteverwaltung
main.ProfileDetail.API_SITES_CONFIGURE_SLAVES|Configuration des appareils|Device configuration|Configuración del dispositivo|Gerätekonfiguration
main.ProfileDetail.API_ALARMS_UPDATE|Acquittement des alarmes|Acknowledging alarms|Reconociendo alarmas|Alarme bestätigen
main.ProfileDetail.API_USERS_MANAGE_SITES|Gestion des sites|Site Management|Gestión del sitio|Standortverwaltung
main.UserAccessList.login|Utilisateur|User|usuario|Benutzer
main.ProfileDetail.API_USERS_UPDATE_SITES|Modification du nom|Name change|Cambio de nombre|Namensänderung
main.SettingsSideBar.settings|Paramètres|ParamÃ¨tres|ParamÃ¨tres|ParamÃ¨tres
main.ProfileDetail.API_SITES_MANAGE_ZONES|Gestion des zones / groupements d'appareils|Management of zones / groups of devices|Gestión de zonas / grupos de dispositivos|Verwaltung von Zonen / Gerätegruppen
main.ProfileDetail.API_USER_CFR31|Signature des données|Signature of data|Firma de datos|Signatur der Daten
main.SettingsSideBar.users|Utilisateurs|users|usuarios|Benutzer
main.SettingsSideBar.profiles|Profils|profiles|perfiles|Profile
main.SettingsSideBar.license|Abonnement|Subscription|suscripción|Abonnement
main.SettingsSideBar.groups|Groupes|Groups|grupos|Gruppen
main.SettingsSideBar.account|Mon Compte|My account|Mi cuenta|Mein Konto
main.UserAccessList.success|Enregistrement effectué avec succés|Registration successfully completed|Registro completado con éxito|Registrierung erfolgreich abgeschlossen
main.AdminPage.site|Nom du site|name of the site|Nombre del sitio|Name der Site
main.ProfileDetail.PROFILE_USED|Vous ne pouvez pas supprimer un profil attaché à un utlisateur|You can not delete a profile attached to a user|No puede eliminar un perfil adjunto a un usuario|Sie können ein an einen Benutzer angefügtes Profil nicht löschen
main.SettingsSideBar.userAccesses|Accès utilisateurs|User access|Acceso de usuario|Benutzerzugriff
main.AdminPage.yes|Oui|Yes|sí|ja
main.AdminPage.no|Non|No|no|nicht
main.AdminPage.search|Recherche|Research|búsqueda|Suche
main.AdminPage.master|Numéro de série|Serial number|Número de serie|Seriennummer
main.AdminPage.activated|Compte activé|Account activated|Cuenta activada|Konto aktiviert
main.AdminPage.userList|Liste des utilisateurs sur lesquels vous pouvez prendre le contrôle|List of users you can take control of|Lista de usuarios de los que puede tomar el control|Liste der Benutzer, die Sie steuern können
main.SitePage.siteList|Liste de vos sites|List of your sites|Lista de tus sitios|Liste Ihrer Websites
main.SitePage.welcome|Bienvenue sur Kimo Cloud|Welcome to Kimo Cloud|Bienvenido a Kimo Cloud|Willkommen in der Kimo Cloud
main.SitePage.siteName|Nom du site|name of the site|Nombre del sitio|Name der Site
main.SitePage.addSiteTitle|Ajout d'un site|Adding a site|Agregar un sitio|Hinzufügen einer Website
main.SitePage.MASTER_NOT_FOUND|La license est introuvable|The license is not found|La licencia no se encuentra|Die Lizenz wurde nicht gefunden
main.SitePage.CONTROL_EXISTS|Le site est déjà enregistré sur un autre compte|The site is already registered on another account|El sitio ya está registrado en otra cuenta|Die Website ist bereits auf einem anderen Konto registriert
main.SitePage.addSiteSubtitle|Veuillez indiquer les informations du site à ajouter|Please enter the information of the site to add|Por favor ingrese la información del sitio para agregar|Bitte geben Sie die Informationen der Website ein, die Sie hinzufügen möchten
main.SitePage.serial|Identifiant du site|Site identifier|Identificador del sitio|Website-ID
main.HomePage.waitingZoneName|Appareils en attente de configuration|Devices waiting for configuration|Dispositivos que esperan configuración|Geräte warten auf Konfiguration
main.SitePage.helpAddSite|Ajoutez vos sites en cliquant sur l’icône (+) pour accéder aux données de vos appareils.|Add your sites by clicking on the icon () to access the data of your devices.|Agregue sus sitios haciendo clic en el ícono () para acceder a los datos de sus dispositivos.|Fügen Sie Ihre Websites hinzu, indem Sie auf das Symbol () klicken, um auf die Daten Ihrer Geräte zuzugreifen.
main.HomePage.unload|Déchargement forcé|Forced unloading|Descarga forzada|Erzwungenes Entladen
main.HomePage.confirmDelete|Etes-vous sûr de vouloir supprimer ce site ?|Are you sure you want to delete this site?|¿Seguro que quieres eliminar este sitio?|Möchtest du diese Seite wirklich löschen?
main.HomePage.editZoneTitle|Editer la zone|Edit zone|Editar zona|Zone bearbeiten
main.HomePage.ZONE_DEFAULT|Vous ne pouvez pas modifier la zone par défaut|You can not change the default zone|No puedes cambiar la zona predeterminada|Sie können die Standardzone nicht ändern
main.HomePage.addZoneTitle|Ajouter une zone|Add a zone|Agregar una zona|Fügen Sie eine Zone hinzu
main.HomePage.siteName|Nom du site|name of the site|Nombre del sitio|Name der Site
main.HomePage.addZone|Ajouter une zone|Add a zone|Agregar una zona|Fügen Sie eine Zone hinzu
main.HomePage.zoneName|Nom de la zone|Name of the area|Nombre del área|Name des Gebiets
main.HomePage.editZone|Editer une zone|Edit an area|Editar un área|Bearbeiten Sie einen Bereich
main.HomePage.editSite|Modification du site|Modification of the site|Modificación del sitio|Änderung der Website
main.NavBar.profile|Profil|Profile|perfil|Profil
main.NavBar.settings|Paramètres|ParamÃ¨tres|ParamÃ¨tres|ParamÃ¨tres
main.NavBar.logout|Déconnexion|Detail © connection|Detalle de la conexión ©|Detail © Verbindung
main.NavBar.feedbackSubtitle|Veuillez saisir votre avis|Please enter your opinion|Por favor ingrese su opinion|Bitte geben Sie Ihre Meinung ein
main.NavBar.feedbackTitle|Votre avis nous intéresse|Your opinion interests us|Tu opinión nos interesa|Ihre Meinung interessiert uns
main.HomePage.confirmZoneDelete|Etes-vous sûr de vouloir supprimer cette zone ?|Are you sure you want to delete this area?|¿Estás seguro de que deseas eliminar esta área?|Möchten Sie diesen Bereich wirklich löschen?
main.SideBar.slaves|Liste des appareils|List of devices|Lista de dispositivos|Liste der Geräte
main.SlaveList.slaves|Liste des appareils|List of devices|Lista de dispositivos|Liste der Geräte
main.SideBar.alarm|Liste des alarmes|List of alarms|Lista de alarmas|Liste der Alarme
main.ChannelList.values|Valeurs|Values|valores|Werte
main.ChannelList.statistics|Statistiques|Statistics|estadística|Statistiken
main.ChannelList.measures|Dernières mesures relevées|Latest measurements taken|Últimas mediciones tomadas|Neueste Messungen vorgenommen
main.ChannelList.dataViewMode0|Graphique|Graphic|gráfico|Grafik
main.ChannelList.dataViewMode1|Tableau|Board|mesa|Tabelle
main.ChannelList.dataViewMode3|Configuration|Configuration|configuración|Konfiguration
main.ChannelList.dataViewMode2|Résumé|RÃ © © Suma|RÃ © © Suma|RÃ © © Suma
main.ChannelList.dataViewMode4|Signatures|signatures|firmas|Unterschriften
main.ChannelList.minimum|Minimum|Minimum|mínimo|Minimum
main.ChannelList.maximum|Maximum|Maximum|máximo|Maximum
main.ChannelList.noMeasures|Aucunes mesures relevées|No measures taken|No se tomaron medidas|Keine Maßnahmen ergriffen
main.ChannelList.average|Moyenne|Average|promedio|Durchschnitt
main.ChannelListTable.values|Valeurs|Values|valores|Werte
main.ChannelList.mkt|MKT|MKT|MKT|MKT
main.ChannelListTable.statistics|Statistiques|Statistics|estadística|Statistiken
main.ChannelListTable.minimum|Minimum|Minimum|mínimo|Minimum
main.ChannelListTable.maximum|Maximum|Maximum|máximo|Maximum
main.ChannelListTable.average|Moyenne|Average|promedio|Durchschnitt
main.ChannelListTable.mkt|MKT|MKT|MKT|MKT
main.ChannelList.deviation|Ecart type|Standard deviation|Desviación estándar|Standardabweichung
main.SlaveAbstract.comments|Commentaire|Comment|comentario|Kommentar
main.SlaveAbstract.device|Appareil|Apparatus|aparato|Apparat
main.HomePage.confirmChangeSlaveStatus|Attention :  les mesures et les alarmes de cet appareil ne seront plus envoyées sur le cloud si vous le désactivez.|Caution: Measurements and alarms on this device will no longer be sent to the cloud if you unmount it.|Precaución: las mediciones y alarmas en este dispositivo ya no se enviarán a la nube si lo desmonta.|Vorsicht: Messungen und Alarme auf diesem Gerät werden nicht mehr in die Cloud gesendet, wenn Sie die Verbindung trennen.
main.SlaveAbstract.configuration|Configuration|Configuration|configuración|Konfiguration
main.SlaveAbstract.reference|Appareil|Apparatus|aparato|Apparat
main.SlaveAbstract.designation|Désignation|Detail © shipping name|Detalle © Nombre de envío|Detail © Name
main.ChannelListTable.deviation|Ecart type|Standard deviation|Desviación estándar|Standardabweichung
main.SlaveAbstract.version|Version|Version|versión|Version
main.SlaveAbstract.campaign|Campagne|Campaign|campaña|Kampagne
main.SlaveAbstract.logType_0|Différé|Differentiation Result © ©|Resultado diferenciación © ©|Differenzierung Ergebnis © ©
main.SlaveAbstract.logType_1|Instant|moment|momento|Moment
main.SlaveAbstract.channels|Voies|Routes|rutas|Routen
main.SlaveAbstract.logType_2|Minimum|Minimum|mínimo|Minimum
main.SlaveAbstract.logType_3|Maximum|Maximum|máximo|Maximum
main.SlaveAbstract.logType_4|Moyenne|Average|promedio|Durchschnitt
main.SlaveAbstract.serial|N° de série|Serial number|Número de serie|Seriennummer
main.SlaveAbstract.logType|Type d'enregistrement|Registration type|Tipo de registro|Registrierungsart
main.SlaveAbstract.logType_5|Surveillance|surveillance|vigilancia|Überwachung
main.SlaveAbstract.logType_6|EnLigne|Online|En línea|OnLine
main.SlaveAbstract.logType_7|Fin|End|final|Ende
main.SlaveAbstract.logType_9|Thermohygrometre|thermohygrometer|thermohygrometer|Thermohygrometer
main.SlaveAbstract.logType_8|Thermometre|Thermometer|termómetro|Thermometer
main.SlaveAbstract.logType_10|Detection d'impulsions|Pulse detection|Detección de pulso|Pulserkennung
main.SlaveAbstract.recordDelay|Intervalle d'enregistrement|Recording interval|Intervalo de grabación|Aufzeichnungsintervall
main.SlaveAbstract.endDate|Date de fin|End date|Fecha final|Enddatum
main.SlaveAbstract.measureInterval|Intervalle de mesure|Measurement interval|Intervalo de medición|Messintervall
main.SlaveAbstract.probeType|Type de sonde|Probe type|Tipo de sonda|Sondentyp
main.SlaveAbstract.startDate|Date de départ|Departure date|Fecha de salida|Abreisedatum
main.SlaveAbstract.alarmState_0|Normal|Normal|normal|normal
main.SlaveAbstract.alarmState_1|Active|active|activo|aktiv
main.SlaveAbstract.alarmState_2|Inconnu|Unknown|desconocido|unbekannt
main.SlaveAbstract.minute|min.|min.|min.|Minute
main.AlarmList.alarms|Alarmes|alarms|alarmas|Alarm
main.SlaveAbstract.alarmState|Etat de la voie|State of the track|Estado de la pista|Zustand der Strecke
main.SlaveAbstract.highThreshold|Seuil haut|High threshold|Umbral alto|Hohe Schwelle
main.SlaveAbstract.lowThreshold|Seuil bas|Low threshold|Umbral bajo|Niedrige Schwelle
main.AlarmList.value|Valeur|Value|valor|Wert
main.AlarmList.mode|Etat|State|estado|Zustand
